id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,total_sf,bathrooms,porch_area,condition_1_pos,condition_2_pos,condition_1_neg,condition_2_neg,has_pool,has_fireplace,has_garage,has_basement,garage_and_cars,quality,fireplace_and_qual,liv_area_rms_abvgrnd,condition,salepricelog
522,528458160,20,FV,85.0,9187,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,5,3,PConc,5.0,3.0,2.0,GLQ,1121.0,Unf,0.0,645.0,1766.0,GasA,5,1,SBrkr,1766,0,0,1766,1.0,0.0,2,1,2,1,5,7,7,1,4.0,Attchd,2009.0,Fin,3.0,478.0,3.0,3.0,3,195,130,0,0,0,0,0,10,2009,New,370878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3532.0,4.0,325,0,0,0,0,0,1,1,1,1434.0,1125.0,4.0,12362,135.0,12.823628446539173
2211,909275030,90,RH,82.0,6270,Pave,1,2,4,3,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,284.0,Unf,0.0,717.0,1001.0,GasA,3,0,FuseA,1001,1001,0,2002,0.0,0.0,2,0,4,2,3,8,7,0,0.0,2Types,1949.0,Unf,3.0,871.0,3.0,3.0,3,0,0,0,0,0,0,0,8,2007,WD ,145000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3003.0,2.0,0,0,0,0,0,0,0,1,1,2613.0,135.0,0.0,16016,162.0,11.884489021402711
1539,909425010,50,RL,69.27272727272727,15660,Pave,2,4,4,3,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,4,CBlock,3.0,3.0,1.0,BLQ,341.0,Unf,0.0,457.0,798.0,GasA,5,1,SBrkr,1137,817,0,1954,0.0,1.0,1,1,3,1,4,8,7,2,3.0,Attchd,1939.0,Unf,2.0,431.0,3.0,3.0,3,0,119,150,0,0,0,0,5,2008,WD ,311500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752.0,3.0,269,0,0,0,0,0,1,1,1,862.0,336.0,6.0,15632,324.0,12.649154617209645
2420,528228280,120,RL,43.0,3087,Pave,1,4,4,3,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4.0,3.0,3.0,GLQ,453.0,Unf,0.0,767.0,1220.0,GasA,5,1,SBrkr,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,7,1,4.0,Attchd,2006.0,Fin,2.0,437.0,3.0,3.0,3,100,16,0,0,0,0,0,11,2006,New,210250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2584.0,3.0,116,0,0,0,0,0,1,1,1,874.0,448.0,4.0,8184,135.0,12.256052577835195
2779,907192010,60,RL,95.0,13450,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,700.0,Unf,0.0,216.0,916.0,GasA,5,1,SBrkr,920,941,0,1861,1.0,0.0,2,1,3,1,4,8,7,0,0.0,BuiltIn,2002.0,RFn,2.0,492.0,3.0,3.0,3,146,91,0,0,0,0,0,6,2006,WD ,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777.0,4.0,237,0,0,0,0,0,0,1,1,984.0,448.0,0.0,14888,135.0,12.206072645530174
953,914476020,90,RL,75.0,10125,Pave,1,4,4,3,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,GasA,3,1,SBrkr,1302,432,0,1734,0.0,0.0,2,0,4,2,4,8,7,0,0.0,Attchd,1977.0,Unf,2.0,539.0,3.0,3.0,3,0,0,0,0,0,0,0,8,2009,COD,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1734.0,2.0,0,0,0,0,0,0,0,1,0,1078.0,0.0,0.0,13872,0.0,11.744037185933616
658,535377150,70,RL,80.0,8146,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,2.0,3.0,1.0,Unf,0.0,Unf,0.0,405.0,405.0,GasA,4,1,SBrkr,717,322,0,1039,0.0,0.0,1,0,2,1,3,6,7,0,0.0,Detchd,1940.0,Unf,1.0,281.0,3.0,3.0,1,0,0,168,0,111,0,0,5,2009,WD ,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1444.0,1.0,279,0,0,0,0,0,0,1,1,281.0,96.0,0.0,6234,288.0,11.643953727376633
714,902301060,70,RM,60.0,9600,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,2.0,3.0,1.0,Unf,0.0,Unf,0.0,677.0,677.0,GasA,3,1,SBrkr,833,677,0,1510,0.0,0.0,2,0,3,1,4,7,7,0,0.0,Detchd,1974.0,Unf,2.0,720.0,3.0,3.0,1,0,0,160,0,0,0,0,6,2009,WD ,87500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2187.0,2.0,160,0,0,0,0,0,0,1,1,1440.0,128.0,0.0,10570,144.0,11.379394072345706
1637,527212060,60,RL,98.0,12328,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,5.0,3.0,2.0,GLQ,986.0,Unf,0.0,163.0,1149.0,GasA,5,1,SBrkr,1164,1377,0,2541,1.0,0.0,3,1,4,1,5,10,7,1,4.0,BuiltIn,2005.0,Fin,3.0,729.0,3.0,3.0,3,120,32,0,0,0,0,0,7,2007,WD ,349265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3690.0,5.0,152,0,0,0,0,0,1,1,1,2187.0,800.0,4.0,25410,135.0,12.763586225373727
538,531369020,20,RL,76.0,10141,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,4,3,PConc,4.0,3.0,4.0,BLQ,516.0,Rec,774.0,222.0,1512.0,GasA,5,1,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3,1,4,6,7,0,0.0,Attchd,2004.0,RFn,3.0,845.0,3.0,3.0,3,210,36,0,0,0,0,0,1,2009,WD ,203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3024.0,2.0,246,0,0,0,0,0,0,1,1,2535.0,512.0,0.0,9072,135.0,12.220961258023925
546,531385020,20,RL,65.0,8529,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,20.0,Unf,0.0,1434.0,1454.0,GasA,5,1,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,4,6,7,1,3.0,Attchd,2001.0,RFn,2.0,527.0,3.0,3.0,3,290,39,0,0,0,0,0,4,2009,WD ,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2888.0,2.0,329,0,0,0,0,0,1,1,1,1054.0,448.0,3.0,8604,135.0,12.14950229404178
533,528490070,60,FV,65.0,8127,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,410.0,Unf,0.0,402.0,812.0,GasA,5,1,SBrkr,812,841,0,1653,1.0,0.0,2,1,3,1,4,6,7,0,0.0,Attchd,2003.0,RFn,2.0,628.0,3.0,3.0,3,0,45,0,0,0,0,0,3,2009,WD ,209000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2465.0,4.0,45,0,0,0,0,0,0,1,1,1256.0,448.0,0.0,9918,135.0,12.250089530946948
718,902327070,70,RM,70.0,8400,Pave,1,4,4,3,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,3,3,BrkTil,2.0,4.0,2.0,Unf,0.0,Unf,0.0,917.0,917.0,GasA,4,1,FuseA,1090,917,0,2007,0.0,0.0,2,0,3,1,5,8,7,0,0.0,Detchd,1930.0,Unf,1.0,357.0,3.0,3.0,3,0,235,0,0,0,0,0,6,2009,WD ,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2924.0,2.0,235,0,0,1,0,0,0,1,1,357.0,180.0,0.0,16056,252.0,11.982929094215963
1830,532479050,20,RL,44.0,10751,Pave,2,4,4,3,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,3,CBlock,2.0,3.0,4.0,ALQ,787.0,Unf,0.0,250.0,1037.0,GasA,3,1,SBrkr,1037,0,0,1037,1.0,0.0,1,0,2,1,3,5,7,0,0.0,Attchd,1974.0,RFn,2.0,431.0,3.0,3.0,3,136,47,0,0,0,0,0,8,2007,WD ,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2074.0,2.0,183,0,0,1,0,0,0,1,1,862.0,90.0,0.0,5185,135.0,11.76756768334381
2929,924100070,20,RL,77.0,10010,Pave,1,4,4,2,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,3.0,ALQ,1071.0,LwQ,123.0,195.0,1389.0,GasA,4,1,SBrkr,1389,0,0,1389,1.0,0.0,1,0,2,1,3,6,7,1,3.0,Attchd,1975.0,RFn,2.0,418.0,3.0,3.0,3,240,38,0,0,0,0,0,4,2006,WD ,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2778.0,2.0,278,0,0,0,0,0,1,1,1,836.0,180.0,3.0,8334,135.0,12.043553716032399
2207,909254140,30,RL,40.0,4280,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,3,3,PConc,3.0,3.0,1.0,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,3,0,SBrkr,694,0,0,694,0.0,0.0,1,0,2,1,4,4,7,1,4.0,Detchd,1990.0,Unf,1.0,352.0,4.0,3.0,2,0,0,34,0,0,0,0,3,2007,WD ,90350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1134.0,1.0,34,0,0,0,0,0,1,1,1,352.0,180.0,4.0,2776,162.0,11.411446296020374
1417,905480150,50,RL,60.0,9600,Pave,1,4,4,3,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,0.0,Unf,0.0,572.0,572.0,Grav,2,0,FuseF,572,524,0,1096,0.0,0.0,1,0,2,1,3,5,7,0,0.0,,1980.0,,0.0,0.0,0.0,0.0,1,0,8,128,0,0,0,0,4,2008,WD ,79000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668.0,1.0,136,0,0,1,0,0,0,0,1,0.0,162.0,0.0,5480,0.0,11.27720313144916
2787,907203040,20,RL,70.0,9800,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,1.0,ALQ,894.0,Unf,0.0,0.0,894.0,GasA,3,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,0,0.0,Attchd,1975.0,Unf,2.0,552.0,3.0,3.0,3,256,0,0,0,0,0,0,7,2006,WD ,149900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788.0,2.0,256,0,0,0,0,0,0,1,1,1104.0,135.0,0.0,4470,189.0,11.917723684090689
1037,527403360,20,RL,63.0,7560,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,1.0,Rec,119.0,ALQ,613.0,132.0,864.0,GasA,3,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3,5,7,0,0.0,Detchd,1977.0,Unf,2.0,576.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2008,WD ,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728.0,2.0,0,0,0,0,0,0,0,1,1,1152.0,180.0,0.0,4320,135.0,11.719939634354555
2659,902305090,70,RM,60.0,9600,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3.0,2.0,1.0,Unf,0.0,Unf,0.0,1095.0,1095.0,GasW,2,0,SBrkr,1095,679,0,1774,1.0,0.0,2,0,4,2,3,8,5,0,0.0,2Types,1920.0,Unf,3.0,779.0,2.0,2.0,1,0,0,90,0,0,0,0,5,2006,WD ,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2869.0,3.0,90,0,0,0,0,0,0,1,1,2337.0,108.0,0.0,14192,24.0,11.37366339763672
1567,914475020,80,RL,76.0,9880,Pave,1,4,4,3,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,3.0,ALQ,522.0,Unf,0.0,574.0,1096.0,GasA,3,1,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,3,6,7,1,1.0,Attchd,1977.0,Fin,1.0,358.0,3.0,3.0,3,203,0,0,0,0,576,0,7,2008,WD ,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2214.0,2.0,203,0,0,0,0,1,1,1,1,358.0,162.0,1.0,6708,162.0,12.049418835484797
1225,534477080,50,RL,80.0,9600,Pave,1,4,4,3,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,280.0,Unf,0.0,752.0,1032.0,GasA,3,1,FuseA,1032,220,0,1252,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1950.0,Unf,1.0,288.0,3.0,3.0,3,0,0,96,0,0,0,0,4,2008,WD ,119000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2284.0,1.0,96,0,0,0,0,0,0,1,1,288.0,162.0,0.0,7512,135.0,11.686878772093667
685,535453200,20,RL,70.0,7931,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,1148.0,Unf,0.0,0.0,1148.0,GasA,3,1,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1959.0,Unf,1.0,672.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2009,WD ,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2296.0,2.0,0,0,0,0,0,0,0,1,1,672.0,135.0,0.0,6888,135.0,11.794337924408413
1358,903427090,70,RM,62.802547770700635,5100,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,3,4,PConc,3.0,3.0,1.0,Unf,0.0,Unf,0.0,588.0,588.0,GasA,2,1,SBrkr,833,833,0,1666,0.0,0.0,1,0,3,1,4,7,7,1,4.0,Detchd,1925.0,Unf,1.0,228.0,3.0,3.0,3,192,63,0,0,0,0,0,6,2008,WD ,161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2254.0,1.0,255,0,0,0,0,0,1,1,1,228.0,288.0,4.0,11662,252.0,11.9891596439666
1461,907255030,60,RL,70.75324675324676,9720,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,4,3,PConc,4.0,3.0,2.0,GLQ,1194.0,Unf,0.0,163.0,1357.0,GasA,5,1,SBrkr,1366,581,0,1947,1.0,0.0,2,1,3,1,4,7,7,1,3.0,BuiltIn,2001.0,Fin,3.0,725.0,3.0,3.0,3,168,116,0,0,0,0,0,1,2008,WD ,274000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3304.0,4.0,284,0,0,0,0,0,1,1,1,2175.0,576.0,3.0,13629,135.0,12.520883385370206
221,905104210,20,RL,70.0,8521,Pave,1,4,4,3,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,842.0,Unf,0.0,70.0,912.0,GasA,3,1,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,3,5,7,1,2.0,Detchd,1974.0,Unf,1.0,336.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2010,WD ,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1824.0,1.0,0,0,0,1,0,0,1,1,1,336.0,135.0,2.0,4560,135.0,11.736069016284437
2187,908225310,90,RL,52.0,8741,Pave,1,4,4,3,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,3,0,SBrkr,1195,0,0,1195,0.0,0.0,2,0,4,2,3,8,7,0,0.0,,1980.0,,0.0,0.0,0.0,0.0,1,118,0,0,0,0,0,0,7,2007,WD ,98500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2390.0,2.0,118,0,0,0,0,0,0,0,1,0.0,135.0,0.0,9560,0.0,11.49781182716018
2504,533128090,20,RL,89.0,12461,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,1456.0,Unf,0.0,168.0,1624.0,GasA,5,1,SBrkr,1624,0,0,1624,1.0,0.0,2,0,2,1,4,5,7,1,2.0,Attchd,1994.0,RFn,3.0,757.0,3.0,3.0,3,0,114,192,0,0,0,0,7,2006,WD ,262000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3248.0,3.0,306,0,0,0,0,0,1,1,1,2271.0,512.0,2.0,8120,135.0,12.476099782743233
855,907201280,20,RL,76.0,6950,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,3,3,CBlock,3.0,3.0,1.0,ALQ,710.0,BLQ,72.0,132.0,914.0,GasA,3,1,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,3,5,7,0,0.0,Attchd,1979.0,Unf,2.0,444.0,3.0,3.0,3,0,0,0,0,0,0,0,10,2009,WD ,134900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1828.0,2.0,0,0,0,0,0,0,0,1,1,888.0,135.0,0.0,4570,189.0,11.812289042195847
2258,916326040,20,RL,115.0,16905,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,4.0,BLQ,967.0,Unf,0.0,383.0,1350.0,GasA,4,1,SBrkr,1328,0,0,1328,0.0,1.0,1,1,2,1,3,5,7,2,4.0,Attchd,1959.0,RFn,1.0,308.0,3.0,3.0,2,0,104,0,0,0,0,0,7,2007,WD ,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2678.0,3.0,104,0,0,0,0,0,1,1,1,308.0,135.0,8.0,6640,216.0,12.043553716032399
2205,909254100,70,RL,53.0,7155,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,0.0,Unf,0.0,686.0,686.0,GasA,3,1,SBrkr,686,775,0,1461,0.0,0.0,1,0,3,1,3,6,7,1,4.0,Detchd,1926.0,Unf,1.0,225.0,3.0,3.0,1,0,0,116,0,0,0,0,7,2007,WD ,135000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2147.0,1.0,116,0,0,0,0,0,1,1,1,225.0,162.0,4.0,8766,216.0,11.813030057420567
1158,533125080,60,RL,88.30555555555556,9205,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304.0,4,3,PConc,4.0,3.0,1.0,ALQ,704.0,Unf,0.0,226.0,930.0,GasA,5,1,SBrkr,1364,1319,0,2683,1.0,0.0,2,1,4,1,4,9,7,2,4.0,Attchd,1990.0,RFn,2.0,473.0,3.0,3.0,3,237,251,0,0,196,0,0,6,2008,WD ,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3613.0,4.0,684,0,0,0,0,0,1,1,1,946.0,384.0,8.0,24147,135.0,12.577636201962656
1741,528222090,20,RL,64.0,7697,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,1.0,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,5,1,SBrkr,1258,0,0,1258,0.0,0.0,2,0,3,1,4,6,7,0,0.0,Attchd,2007.0,RFn,2.0,462.0,3.0,3.0,3,0,0,0,0,0,0,0,8,2007,New,173500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2504.0,2.0,0,0,0,0,0,0,0,1,1,924.0,448.0,0.0,7548,162.0,12.063932878369052
2735,905426100,20,RL,78.0,7800,Pave,1,3,4,2,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,4.0,1.0,GLQ,603.0,Unf,0.0,293.0,896.0,GasA,5,1,SBrkr,1112,896,0,2008,1.0,0.0,3,0,3,1,5,8,7,0,0.0,Attchd,1948.0,Unf,1.0,230.0,3.0,3.0,3,103,0,0,0,0,0,0,8,2006,WD ,225000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2904.0,4.0,103,0,0,0,0,0,0,1,1,230.0,225.0,0.0,16064,384.0,12.323855681186558
1888,534278150,20,RL,75.19245283018869,14357,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,311.0,LwQ,167.0,386.0,864.0,GasA,3,1,SBrkr,1187,0,0,1187,1.0,0.0,1,0,2,1,3,6,7,1,3.0,Attchd,1961.0,RFn,2.0,440.0,3.0,3.0,3,128,0,0,0,0,0,0,8,2007,CWD,140500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2051.0,2.0,128,0,0,0,0,0,1,1,1,880.0,135.0,3.0,7122,135.0,11.852962767755937
2121,907125120,20,RL,65.0,8775,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,GLQ,495.0,Unf,0.0,495.0,990.0,GasA,4,1,SBrkr,990,0,0,990,0.0,0.0,1,0,3,1,3,5,7,0,0.0,Attchd,1996.0,Unf,1.0,299.0,3.0,3.0,3,0,64,0,0,0,0,0,4,2007,WD ,126000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,1.0,64,0,0,0,0,0,0,1,1,299.0,180.0,0.0,4950,135.0,11.744037185933616
