Lot Frontage,Lot Area,Lot Shape,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Bsmtfin Sf 1,Bsmtfin Sf 2,Heating Qc,Central Air,Gr Liv Area,Bedroom Abvgr,Kitchen Abvgr,Kitchen Qual,Totrms Abvgrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Val,Saleprice,Neighborhood Blueste,Neighborhood Brdale,Neighborhood Brkside,Neighborhood Clearcr,Neighborhood Collgcr,Neighborhood Crawfor,Neighborhood Edwards,Neighborhood Gilbert,Neighborhood Greens,Neighborhood Grnhill,Neighborhood Idotrr,Neighborhood Landmrk,Neighborhood Meadowv,Neighborhood Mitchel,Neighborhood Names,Neighborhood Npkvill,Neighborhood Nwames,Neighborhood Noridge,Neighborhood Nridght,Neighborhood Oldtown,Neighborhood Swisu,Neighborhood Sawyer,Neighborhood Sawyerw,Neighborhood Somerst,Neighborhood Stonebr,Neighborhood Timber,Neighborhood Veenker,Lot Config Culdsac,Lot Config Fr2,Lot Config Fr3,Lot Config Inside,Total Sf,Bathrooms,Porch Area,Condition 1 Pos,Condition 2 Pos,Condition 1 Neg,Condition 2 Neg,Has Fireplace,Garage And Cars,Quality Interaction,Fireplace And Qual,Sf Liv Area Interaction
58.0,9280,1,5,6,1951,1951,0.0,3,3,2.0,3.0,1.0,557.0,0.0,5,1,1342,4,1,3,7,7,0,0.0,1951.0,1.0,256.0,3.0,3.0,0,125000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2684.0,2.0,0,0,0,0,0,0,256.0,90.0,0.0,9394
120.0,14780,2,9,5,2005,2005,568.0,5,3,5.0,3.0,4.0,1505.0,0.0,5,1,1868,2,1,5,7,7,1,4.0,2005.0,3.0,1085.0,3.0,3.0,0,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3736.0,3.0,566,0,0,0,0,1,3255.0,1125.0,4.0,13076
60.0,7740,1,4,7,1910,1950,0.0,3,3,2.0,3.0,1.0,0.0,0.0,4,1,1363,3,1,3,6,7,0,0.0,1966.0,2.0,528.0,3.0,3.0,0,125500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1985.0,1.0,168,0,0,0,0,0,1056.0,72.0,0.0,8178
80.0,9600,1,6,6,1958,1988,183.0,3,3,3.0,3.0,1.0,620.0,620.0,4,1,1632,3,1,3,6,6,1,4.0,1958.0,1.0,338.0,3.0,3.0,0,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872.0,3.0,289,0,0,1,0,1,338.0,162.0,4.0,9792
97.0,13478,2,10,5,2008,2008,420.0,5,3,5.0,3.0,4.0,1338.0,0.0,5,1,2296,3,1,5,10,7,1,4.0,2008.0,3.0,842.0,3.0,3.0,0,451950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4018.0,4.0,656,0,0,0,0,1,2526.0,1250.0,4.0,22960
65.0,10926,1,5,5,1959,1959,74.0,3,3,3.0,3.0,1.0,0.0,0.0,3,1,1678,6,2,3,10,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,119900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3356.0,2.0,0,0,0,0,0,0,0.0,135.0,0.0,16780
78.5945945945946,6853,2,8,5,2001,2002,136.0,4,3,5.0,3.0,1.0,1005.0,0.0,5,1,1296,2,1,4,6,7,0,0.0,2001.0,2.0,471.0,3.0,3.0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2563.0,3.0,217,0,0,0,0,0,942.0,640.0,0.0,7776
85.0,10667,1,6,6,1971,1971,302.0,3,3,3.0,3.0,1.0,838.0,0.0,3,1,1587,3,1,3,7,7,1,4.0,1971.0,2.0,525.0,3.0,3.0,0,167300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3174.0,2.0,44,0,0,0,0,1,1050.0,162.0,4.0,11109
45.0,8212,1,5,6,1941,1950,0.0,3,3,3.0,3.0,1.0,626.0,0.0,5,1,1298,3,1,3,6,7,2,4.0,1940.0,1.0,256.0,3.0,3.0,0,122000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1.0,84,0,0,0,0,1,256.0,135.0,8.0,7788
70.0,9100,1,5,5,1963,1963,336.0,3,3,3.0,3.0,1.0,1332.0,0.0,3,1,1728,6,2,3,10,7,0,0.0,1963.0,2.0,504.0,3.0,3.0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3456.0,3.0,0,0,0,1,0,0,1008.0,135.0,0.0,17280
50.0,6000,1,5,6,1957,1957,0.0,3,3,3.0,3.0,1.0,308.0,0.0,4,1,928,3,1,3,5,7,0,0.0,1957.0,1.0,288.0,3.0,3.0,0,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1856.0,1.0,0,0,0,0,0,0,288.0,135.0,0.0,4640
78.0,9316,1,7,5,2005,2006,0.0,4,3,4.0,3.0,4.0,0.0,0.0,5,1,1795,3,1,4,7,7,0,0.0,2005.0,2.0,578.0,3.0,3.0,0,191000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2674.0,3.0,275,0,0,0,0,0,1156.0,448.0,0.0,12565
75.0,9464,1,6,7,1958,1958,135.0,3,4,3.0,3.0,1.0,570.0,0.0,4,1,1080,3,1,3,5,7,0,0.0,1958.0,1.0,288.0,3.0,3.0,0,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160.0,1.0,130,0,0,0,0,0,288.0,162.0,0.0,5400
80.0,10400,1,7,5,1998,1998,0.0,3,3,4.0,3.0,3.0,0.0,0.0,5,1,1779,3,1,4,6,7,0,0.0,1998.0,2.0,546.0,3.0,3.0,0,197900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645.0,3.0,234,0,0,0,0,0,1092.0,336.0,0.0,10674
59.0,5310,1,6,8,1910,2003,0.0,3,4,3.0,2.0,1.0,0.0,0.0,4,1,1635,2,1,4,5,7,0,0.0,1950.0,1.0,255.0,2.0,3.0,0,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2120.0,1.0,394,0,0,1,0,0,255.0,216.0,0.0,8175
64.0,7406,1,7,5,2006,2006,84.0,4,3,4.0,3.0,3.0,684.0,0.0,5,1,1220,2,1,4,6,7,0,0.0,2006.0,2.0,632.0,3.0,3.0,0,194000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2419.0,3.0,159,0,0,0,0,0,1264.0,448.0,0.0,7320
63.98290598290598,4538,2,9,5,2001,2001,179.0,4,3,5.0,3.0,3.0,1004.0,0.0,5,1,1310,1,1,4,5,7,1,3.0,2001.0,2.0,545.0,3.0,3.0,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2620.0,3.0,322,0,0,0,0,1,1090.0,720.0,3.0,6550
62.0,10106,1,5,7,1940,1999,0.0,3,4,3.0,3.0,1.0,351.0,181.0,4,1,1355,4,2,3,6,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,127500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,3.0,140,0,0,0,0,0,0.0,135.0,0.0,8130
88.30555555555556,13346,2,7,5,1992,2000,0.0,4,3,4.0,3.0,1.0,728.0,0.0,5,1,2295,4,1,4,9,7,1,3.0,1992.0,2.0,590.0,3.0,3.0,0,268000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3390.0,4.0,40,0,0,0,0,1,1180.0,448.0,3.0,20655
57.0,9639,1,4,8,1900,1950,0.0,3,3,3.0,3.0,1.0,0.0,0.0,5,1,1798,4,1,3,7,7,0,0.0,1935.0,2.0,342.0,3.0,3.0,0,137000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2873.0,3.0,160,0,0,1,0,0,684.0,108.0,0.0,12586
80.96551724137932,15387,2,7,7,1967,1967,0.0,3,3,3.0,3.0,1.0,603.0,294.0,5,1,1620,4,1,4,8,7,1,4.0,1967.0,2.0,578.0,3.0,3.0,450,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3240.0,2.0,254,0,0,0,0,1,1156.0,252.0,4.0,12960
75.0,10050,1,5,5,1955,1955,0.0,3,3,3.0,3.0,1.0,288.0,0.0,3,1,1216,3,1,3,5,7,0,0.0,1955.0,1.0,336.0,3.0,3.0,0,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2432.0,2.0,0,0,0,0,0,0,336.0,135.0,0.0,6080
56.357142857142854,6240,1,5,4,1936,1950,0.0,3,3,4.0,3.0,1.0,0.0,0.0,4,1,1344,3,1,3,7,7,0,0.0,1936.0,1.0,240.0,2.0,3.0,0,115000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2240.0,1.0,314,0,0,0,0,0,240.0,180.0,0.0,9408
45.0,7506,1,5,8,1925,1950,0.0,3,4,3.0,3.0,1.0,0.0,0.0,3,1,1159,3,1,3,5,7,0,0.0,1932.0,1.0,288.0,2.0,3.0,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1906.0,1.0,180,0,0,0,0,0,288.0,135.0,0.0,5795
70.49333333333334,8900,1,4,4,1966,1966,0.0,3,3,3.0,3.0,1.0,1056.0,0.0,3,1,1056,2,1,3,5,7,0,0.0,1966.0,1.0,384.0,3.0,3.0,0,107000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2112.0,2.0,42,0,0,0,0,0,384.0,108.0,0.0,5280
80.0,8480,1,5,5,1947,1950,0.0,3,3,3.0,3.0,1.0,442.0,0.0,3,1,1216,2,1,3,6,7,0,0.0,1947.0,1.0,336.0,3.0,3.0,0,118500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048.0,1.0,260,0,0,0,0,0,336.0,135.0,0.0,7296
50.0,6000,1,6,7,1929,1950,0.0,3,3,3.0,3.0,1.0,0.0,0.0,3,1,1158,3,1,3,5,7,1,4.0,1929.0,1.0,208.0,3.0,3.0,0,120000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,1.0,112,0,0,0,0,1,208.0,162.0,4.0,5790
74.0,8847,1,8,5,2005,2005,148.0,4,3,4.0,3.0,3.0,769.0,0.0,5,1,1538,3,1,4,7,7,0,0.0,2005.0,2.0,484.0,3.0,3.0,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3076.0,3.0,186,0,0,0,0,0,968.0,512.0,0.0,10766
75.19245283018869,8050,2,5,5,1959,1959,150.0,3,3,3.0,3.0,1.0,856.0,162.0,3,1,1143,3,1,3,6,7,0,0.0,1959.0,1.0,308.0,3.0,3.0,0,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2286.0,2.0,0,0,0,0,0,0,308.0,135.0,0.0,6858
70.0,8294,1,4,5,1971,1971,0.0,3,3,3.0,3.0,1.0,0.0,0.0,3,1,872,3,1,3,5,7,0,0.0,1974.0,4.0,480.0,3.0,3.0,0,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1730.0,1.0,0,0,0,0,0,0,1920.0,108.0,0.0,4360
61.890625,7920,2,6,7,1920,1950,0.0,3,2,3.0,3.0,1.0,0.0,0.0,3,1,1406,3,1,2,6,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,89500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1725.0,1.0,144,0,0,1,0,0,0.0,108.0,0.0,8436
100.0,18494,2,6,5,2005,2005,0.0,4,3,4.0,3.0,1.0,0.0,0.0,5,1,1324,3,1,4,6,7,0,0.0,2005.0,2.0,430.0,3.0,3.0,0,199500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648.0,2.0,59,0,0,0,0,0,860.0,384.0,0.0,7944
72.77464788732394,7162,2,5,7,1966,1966,41.0,3,3,3.0,3.0,1.0,0.0,0.0,3,1,904,3,1,3,6,7,0,0.0,1966.0,1.0,408.0,3.0,3.0,0,109900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1780.0,1.0,0,0,0,0,0,0,408.0,135.0,0.0,5424
53.0,10918,1,7,9,1926,2004,0.0,4,3,4.0,3.0,1.0,0.0,0.0,5,1,2080,3,1,4,9,7,2,4.0,1926.0,1.0,282.0,3.0,3.0,0,234000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3356.0,2.0,145,0,0,0,0,1,282.0,448.0,8.0,18720
37.0,4435,1,6,5,2004,2004,169.0,4,3,4.0,3.0,2.0,662.0,0.0,5,1,848,1,1,4,3,7,1,4.0,2004.0,2.0,420.0,3.0,3.0,0,155900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1696.0,2.0,140,0,0,0,0,1,840.0,384.0,4.0,2544
92.5,11250,1,4,5,1957,1989,0.0,3,3,3.0,3.0,3.0,0.0,0.0,5,1,1788,5,1,3,8,5,2,3.0,1957.0,1.0,304.0,3.0,3.0,0,161500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2892.0,2.0,120,0,0,0,0,1,304.0,108.0,6.0,14304
78.5945945945946,14375,2,6,6,1958,1958,541.0,3,3,3.0,3.0,1.0,111.0,354.0,4,1,1344,3,1,4,7,7,1,4.0,1958.0,2.0,525.0,3.0,3.0,0,137500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2163.0,2.0,351,0,0,0,0,1,1050.0,216.0,4.0,9408
100.0,9045,1,5,3,1910,1950,0.0,3,2,3.0,3.0,2.0,0.0,0.0,2,0,2256,4,2,2,12,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,76500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3096.0,2.0,36,0,0,0,0,0,0.0,90.0,0.0,27072
97.0,10029,2,6,5,1988,1989,268.0,4,3,4.0,3.0,1.0,831.0,0.0,3,1,2060,4,1,3,8,7,1,3.0,1988.0,2.0,521.0,3.0,3.0,0,211000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211.0,4.0,420,0,0,0,0,1,1042.0,288.0,3.0,16480
34.0,4060,1,6,5,1998,1999,0.0,4,3,4.0,3.0,1.0,266.0,0.0,5,1,1337,2,1,4,5,7,0,0.0,1998.0,2.0,511.0,3.0,3.0,0,181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2742.0,3.0,212,0,0,0,0,0,1022.0,384.0,0.0,6685
82.0,9020,1,6,7,1966,1966,183.0,3,3,3.0,3.0,4.0,312.0,539.0,3,1,1165,3,1,3,6,7,0,0.0,1966.0,2.0,490.0,4.0,4.0,0,174900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2292.0,3.0,129,0,0,0,0,0,980.0,162.0,0.0,6990
96.0,11777,2,5,6,1966,1966,97.0,3,3,3.0,3.0,3.0,328.0,551.0,5,1,1320,3,1,3,6,7,2,2.0,1966.0,2.0,564.0,3.0,3.0,0,164500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2484.0,2.0,468,0,0,0,0,1,1128.0,135.0,4.0,7920
70.0,10171,2,7,5,2004,2004,168.0,4,3,4.0,3.0,1.0,2.0,0.0,5,1,1535,3,1,4,7,7,0,0.0,2004.0,2.0,532.0,3.0,3.0,0,214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3052.0,2.0,0,0,0,0,0,0,1064.0,448.0,0.0,10745
80.0,10400,1,7,6,1980,1988,280.0,3,3,4.0,3.0,2.0,0.0,0.0,3,1,2044,3,1,3,7,6,1,3.0,1980.0,2.0,489.0,3.0,3.0,0,185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2782.0,3.0,101,0,0,0,0,1,978.0,252.0,3.0,14308
52.0,6240,1,4,7,1929,1950,0.0,3,3,3.0,3.0,1.0,80.0,0.0,5,1,1136,2,1,3,6,7,0,0.0,1990.0,1.0,336.0,3.0,3.0,0,123000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1840.0,2.0,445,0,0,0,0,0,336.0,108.0,0.0,6816
75.47692307692307,12150,2,6,6,1979,1979,0.0,3,3,4.0,3.0,3.0,1001.0,0.0,3,1,1299,2,1,4,5,7,1,1.0,1979.0,2.0,486.0,3.0,3.0,0,183500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2300.0,3.0,306,0,0,0,0,1,972.0,288.0,1.0,6495
24.0,2645,1,8,5,1999,2000,456.0,4,3,4.0,3.0,1.0,0.0,0.0,5,1,1441,2,1,4,5,7,0,0.0,1999.0,2.0,492.0,3.0,3.0,0,174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2217.0,3.0,206,0,0,0,0,0,984.0,512.0,0.0,7205
66.93023255813954,22692,2,5,5,1953,1953,0.0,3,3,3.0,3.0,1.0,587.0,0.0,3,1,1630,3,1,3,6,4,1,3.0,1953.0,2.0,649.0,3.0,3.0,0,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2703.0,2.0,64,0,0,0,0,1,1298.0,135.0,3.0,9780
60.0,9600,1,7,7,1925,1990,0.0,3,3,3.0,4.0,1.0,16.0,0.0,5,1,1641,3,1,5,6,7,1,4.0,1925.0,2.0,546.0,2.0,3.0,0,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2369.0,3.0,234,0,0,0,0,1,1092.0,315.0,4.0,9846
74.0,13830,2,5,5,1997,1998,0.0,3,3,4.0,3.0,1.0,791.0,0.0,4,1,1629,3,1,3,6,7,1,3.0,1997.0,2.0,482.0,3.0,3.0,0,189900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2557.0,3.0,246,0,0,0,0,1,964.0,180.0,3.0,9774
70.75324675324676,4435,1,6,5,2003,2004,170.0,4,3,4.0,3.0,3.0,685.0,0.0,5,1,848,1,1,4,4,7,0,0.0,2003.0,2.0,420.0,3.0,3.0,0,144000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1696.0,2.0,140,0,0,0,0,0,840.0,384.0,0.0,3392
61.890625,5890,1,6,8,1930,2007,0.0,4,4,3.0,3.0,3.0,538.0,0.0,5,1,816,2,1,3,5,7,0,0.0,2002.0,1.0,432.0,3.0,3.0,0,120500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632.0,1.0,96,0,0,0,0,0,432.0,216.0,0.0,4080
112.0,10859,1,5,5,1994,1995,0.0,3,3,4.0,3.0,1.0,0.0,0.0,5,1,1097,3,1,3,6,7,0,0.0,1995.0,2.0,672.0,3.0,3.0,0,145000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194.0,2.0,456,0,0,0,0,0,1344.0,180.0,0.0,6582
41.0,5330,1,8,5,2000,2000,0.0,4,3,4.0,3.0,3.0,1196.0,0.0,5,1,1652,2,1,5,6,7,0,0.0,2000.0,2.0,499.0,3.0,3.0,0,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3146.0,3.0,144,0,0,0,0,0,998.0,640.0,0.0,9912
72.0,10778,1,4,5,1968,1968,0.0,3,3,3.0,3.0,1.0,0.0,0.0,3,0,1768,4,2,3,8,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,136500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3536.0,2.0,0,0,0,0,0,0,0.0,108.0,0.0,14144
74.0,6845,1,4,5,1955,1955,58.0,3,3,0.0,0.0,0.0,0.0,0.0,3,0,1152,2,2,3,6,7,0,0.0,1980.0,0.0,0.0,0.0,0.0,0,82500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1152.0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,6912
109.0,21780,1,2,4,1910,1950,0.0,2,2,0.0,0.0,0.0,0.0,0.0,3,0,810,1,1,3,4,6,0,0.0,1975.0,1.0,280.0,3.0,3.0,0,57625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,810.0,1.0,143,0,0,0,0,0,280.0,0.0,0.0,3240
80.0,10307,2,7,5,2007,2008,176.0,4,3,4.0,3.0,1.0,876.0,0.0,5,1,1358,2,1,4,6,7,1,4.0,2008.0,2.0,484.0,3.0,3.0,0,212500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2708.0,3.0,218,0,0,0,0,1,968.0,448.0,4.0,8148
32.0,4500,1,6,5,1998,1998,116.0,3,3,5.0,3.0,1.0,897.0,0.0,5,1,1216,2,1,3,5,7,0,0.0,1998.0,2.0,402.0,3.0,3.0,0,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2432.0,3.0,125,0,0,0,0,0,804.0,270.0,0.0,6080
75.0,9060,1,6,5,1957,1957,327.0,3,3,3.0,3.0,1.0,0.0,0.0,4,1,1638,4,1,4,6,7,0,0.0,1957.0,1.0,384.0,3.0,3.0,0,139000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2605.0,2.0,21,0,0,0,0,0,384.0,216.0,0.0,9828
24.0,2160,1,7,5,1999,2000,212.0,4,3,4.0,3.0,1.0,510.0,0.0,5,1,1252,2,1,4,4,7,0,0.0,1999.0,2.0,462.0,3.0,3.0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1852.0,4.0,48,0,0,0,0,0,924.0,448.0,0.0,5008
70.0,7669,1,5,6,1992,1993,0.0,3,3,4.0,3.0,3.0,718.0,110.0,3,1,883,2,1,3,5,7,1,2.0,1998.0,2.0,698.0,3.0,3.0,0,149000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1711.0,2.0,132,0,0,0,0,1,1396.0,180.0,2.0,4415
62.0,9858,1,5,6,1968,1968,0.0,3,3,3.0,3.0,1.0,510.0,0.0,3,1,874,3,1,3,5,7,0,0.0,1968.0,1.0,288.0,3.0,3.0,600,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1738.0,2.0,33,0,0,0,0,0,288.0,135.0,0.0,4370
50.0,10300,2,7,6,1921,1950,0.0,3,3,3.0,3.0,1.0,0.0,0.0,4,1,1710,3,1,3,9,7,0,0.0,1990.0,2.0,480.0,3.0,3.0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2286.0,2.0,87,0,0,1,1,0,960.0,189.0,0.0,15390
65.0,8125,1,8,5,2008,2009,288.0,4,3,4.0,3.0,1.0,0.0,0.0,5,1,1836,3,1,4,8,7,1,4.0,2009.0,2.0,517.0,3.0,3.0,0,264500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3672.0,2.0,175,0,0,0,0,1,1034.0,512.0,4.0,14688
69.0,14850,2,5,5,1957,1957,0.0,3,3,3.0,3.0,1.0,895.0,0.0,3,1,1092,2,1,3,6,7,1,3.0,1957.0,1.0,299.0,3.0,3.0,0,141000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2184.0,2.0,390,0,0,0,0,1,299.0,135.0,3.0,6552
35.0,4274,2,7,5,2006,2007,0.0,4,3,4.0,3.0,1.0,1106.0,0.0,5,1,1241,1,1,4,4,7,0,0.0,2007.0,2.0,569.0,3.0,3.0,0,199900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2482.0,3.0,116,0,0,0,0,0,1138.0,448.0,0.0,4964
80.0,9650,1,6,5,1977,1977,360.0,3,3,4.0,3.0,1.0,686.0,0.0,3,1,1334,2,1,3,6,7,1,3.0,1977.0,2.0,630.0,3.0,3.0,0,167900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2684.0,3.0,16,0,0,0,0,1,1260.0,216.0,3.0,8004
